geneENSTID	geneName	geneEntrezID	geneUniProtID
ENSMUSG00000021335	Slc17a1	20504	Q61983
ENSMUSG00000035237	Lcat	16816	P16301
ENSMUSG00000025203	Scd2	20250	P13011
ENSMUSG00000004207	Psap	19156	Q61207
ENSMUSG00000063550	Nup98	269966	
ENSMUSG00000025232	Hexa	15211	P29416
ENSMUSG00000021957	Tkt	21881	P40142
ENSMUSG00000002015	Bcap31	27061	Q61335
ENSMUSG00000032593	Amigo3	320844	Q8C2S7
ENSMUSG00000028749	Pla2g2f	26971	Q9QZT4
ENSMUSG00000047674	Pdha2	18598	P35487
ENSMUSG00000062064	Slc2a7	435818	
ENSMUSG00000020230	Prmt2	15468	
ENSMUSG00000019894	Slc6a15	103098	Q8BG16
ENSMUSG00000038417	Fig4	103199	Q91WF7
ENSMUSG00000028233	Tgs1	116940	Q923W1
ENSMUSG00000025574	Tk1	21877	P04184
ENSMUSG00000048483	Zdhhc22	238331	A0PK84
ENSMUSG00000022707	Gbe1	74185	Q9D6Y9
ENSMUSG00000027939	Nup210l	77595	Q9D2F7
ENSMUSG00000063796	Slc22a8	19879	O88909
ENSMUSG00000020871	Dlx4	13394	P70436
ENSMUSG00000057234	Mettl15	76894	Q9DCL4
ENSMUSG00000024817	Uhrf2	109113	Q7TMI3
ENSMUSG00000071014	Ndufb6	230075	Q3UIU2
ENSMUSG00000018848	Rars	104458	Q9D0I9
ENSMUSG00000021884	Hacl1	56794	Q9QXE0
ENSMUSG00000053414	Hunk	26559	O88866
ENSMUSG00000013275	Slc41a1	98396	Q8BJA2
ENSMUSG00000041220	Elovl6	170439	Q920L5
ENSMUSG00000039197	Adk	11534	P55264
ENSMUSG00000041187	Prkd2	101540	Q8BZ03
ENSMUSG00000030760	Acer3	66190	Q9D099
ENSMUSG00000028093	Acp6	66659	Q8BP40
ENSMUSG00000028788	Ptp4a2	19244	O70274
ENSMUSG00000004270	Lpcat3	14792	Q91V01
ENSMUSG00000025324	Atp10a	11982	O54827
ENSMUSG00000073435	Nme3	79059	Q9WV85
ENSMUSG00000001034	Mapk7	23939	Q9WVS8
ENSMUSG00000037762	Slc16a9	66859	Q7TM99
ENSMUSG00000021180	Rps6ka5	73086	Q8C050
ENSMUSG00000038855	Itpkb	320404	
ENSMUSG00000033307	Mif	17319	P34884
ENSMUSG00000027470	Mylk2	228785	Q8VCR8
ENSMUSG00000049491	Slc36a3	215332	Q811P0
ENSMUSG00000029680	Hyal4	77042	Q05A56
ENSMUSG00000031853	Map3k21	234878	Q8VDG6
ENSMUSG00000026828	Galnt5	241391	Q8C102
ENSMUSG00000022574	Naprt	223646	Q8CC86
ENSMUSG00000043154	Ppp2r3a	235542	
ENSMUSG00000015575	Atp6v0e	11974	Q9CQD8
ENSMUSG00000028573	Fggy	75578	A2AJL3
ENSMUSG00000031570	Plpp5	71910	Q3UMZ3
ENSMUSG00000029557	Mrm2	68017	Q9CPY0
ENSMUSG00000007411	Mark3	17169	Q03141
ENSMUSG00000003559	As3mt	57344	Q91WU5
ENSMUSG00000033020	Polr2f	69833	P61219
ENSMUSG00000116378	Gcat	26912	
ENSMUSG00000030826	Bcat2	12036	O35855
ENSMUSG00000025287	Acot9	56360	Q9R0X4
ENSMUSG00000090264	Eif4ebp3	108112	Q80VV3
ENSMUSG00000036091	Hyal3	109685	Q8VEI3
ENSMUSG00000041920	Slc16a6	104681	B1AT66
ENSMUSG00000009293	Ube2g2	22213	P60605
ENSMUSG00000023110	Prmt5	27374	
ENSMUSG00000002205	Vrk3	101568	Q8K3G5
ENSMUSG00000020573	Pik3cg	30955	Q9JHG7
ENSMUSG00000027509	Rae1	66679	Q8C570
ENSMUSG00000052544	St6galnac3	20447	Q9WUV2
ENSMUSG00000021953	Tdh	58865	Q8K3F7
ENSMUSG00000053916	Nanp	67311	Q9CPT3
ENSMUSG00000006589	Aprt	11821	P08030
ENSMUSG00000056608	Chd9	109151	Q8BYH8
ENSMUSG00000041720	Pi4ka	224020	
ENSMUSG00000040966	Slc22a2	20518	O70577
ENSMUSG00000019278	Dpep1	13479	P31428
ENSMUSG00000038910	Plcl2	224860	Q8K394
ENSMUSG00000034290	Nek9	217718	Q8K1R7
ENSMUSG00000020829	Slc46a1	52466	Q6PEM8
ENSMUSG00000028072	Ntrk1	18211	Q3UFB7
ENSMUSG00000040136	Abcc8	20927	
ENSMUSG00000029413	Naaa	67111	Q9D7V9
ENSMUSG00000019087	Atp6ap1	54411	Q9R1Q9
ENSMUSG00000005198	Polr2a	20020	P08775
ENSMUSG00000080115	Eef1akmt3	100504608	D3YWP0
ENSMUSG00000019528	Gyg	27357	Q9R062
ENSMUSG00000037159	Wee2	381759	Q66JT0
ENSMUSG00000021009	Ptpn21	24000	
ENSMUSG00000046707	Csnk2a2	13000	O54833
ENSMUSG00000071369	Map3k5	26408	O35099
ENSMUSG00000054008	Ndst1	15531	Q3UHN9
ENSMUSG00000026074	Map4k4	26921	
ENSMUSG00000055923	Aasdh	231326	Q80WC9
ENSMUSG00000025464	Paox	212503	Q8C0L6
ENSMUSG00000047879	Usp14	59025	Q9JMA1
ENSMUSG00000031844	Hsd17b2	15486	P51658
ENSMUSG00000022840	Adcy5	224129	P84309
ENSMUSG00000055471	Alk	11682	P97793
ENSMUSG00000022489	Pde1b	18574	Q01065
ENSMUSG00000019577	Pdk4	27273	O70571
ENSMUSG00000027530	Fabp12	75497	Q9DAK4
ENSMUSG00000028293	Slc35a1	24060	Q61420
ENSMUSG00000059981	Taok2	381921	Q6ZQ29
ENSMUSG00000039092	Sptlc3	228677	Q8BG54
ENSMUSG00000016252	Atp5e	67126	P56382
ENSMUSG00000005682	Pan2	103135	Q8BGF7
ENSMUSG00000034616	Ssh3	245857	Q8K330
ENSMUSG00000001670	Tat	234724	Q8QZR1
ENSMUSG00000034785	Dio1	13370	
ENSMUSG00000026994	Galnt3	14425	P70419
ENSMUSG00000010095	Slc3a2	17254	P10852
ENSMUSG00000030946	Lhpp	76429	Q9D7I5
ENSMUSG00000043487	Acot6	217700	Q32Q92
ENSMUSG00000035227	Spcs2	66624	Q9CYN2
ENSMUSG00000020010	Vnn3	26464	Q9QZ25
ENSMUSG00000054422	Fabp1	14080	P12710
ENSMUSG00000022280	Rnf19a	30945	P50636
ENSMUSG00000032323	Cyp11a1	13070	Q9QZ82
ENSMUSG00000028938	Galntl5	67909	Q9D4M9
ENSMUSG00000073838	Tufm	233870	Q8BFR5
ENSMUSG00000020363	Gfpt2	14584	Q9Z2Z9
ENSMUSG00000022617	Chkb	12651	O55229
ENSMUSG00000037152	Ndufc1	66377	Q9CQY9
ENSMUSG00000029366	Dck	13178	P43346
ENSMUSG00000091813	Ces2h	436059	
ENSMUSG00000030091	Nup210	54563	Q9QY81
ENSMUSG00000033618	Map3k13	71751	Q1HKZ5
ENSMUSG00000058624	Gda	14544	Q9R111
ENSMUSG00000039308	Ndst2	17423	P52850
ENSMUSG00000002741	Ykt6	56418	Q9CQW1
ENSMUSG00000075703	Selenoi	28042	Q80TA1
ENSMUSG00000042244	Pglyrp3	242100	A1A547
ENSMUSG00000078578	Ube2d3	66105	P61079
ENSMUSG00000032988	Slc16a8	57274	O35308
ENSMUSG00000031397	Tktl1	83553	Q99MX0
ENSMUSG00000036273	Lrrk2	66725	Q5S006
ENSMUSG00000031264	Btk	12229	P35991
ENSMUSG00000030647	Ndufc2	68197	Q9CQ54
ENSMUSG00000027540	Ptpn1	19246	P35821
ENSMUSG00000019139	Isyna1	71780	Q9JHU9
ENSMUSG00000032238	Rora	19883	P51448
ENSMUSG00000031584	Gsr	14782	P47791
ENSMUSG00000031090	Nadsyn1	78914	Q711T7
ENSMUSG00000022225	Cma1	17228	P21844
ENSMUSG00000031372	Trex2	24102	Q9R1A9
ENSMUSG00000025588	Nat1	17960	P50294
ENSMUSG00000026235	Epha4	13838	Q03137
ENSMUSG00000025417	Pip4k2c	117150	Q91XU3
ENSMUSG00000031883	Car7	12354	Q9ERQ8
ENSMUSG00000067279	Ppp1r3c	53412	Q7TMB3
ENSMUSG00000075419	Dolk	227697	Q8R2Y3
ENSMUSG00000027207	Galk2	69976	Q68FH4
ENSMUSG00000096914	Galntl6	270049	
ENSMUSG00000079440	Alpi	76768	
ENSMUSG00000041329	Atp1b2	11932	P14231
ENSMUSG00000027015	Cybrd1	73649	Q925G2
ENSMUSG00000061288	Taok3	330177	Q8BYC6
ENSMUSG00000020376	Rnf130	59044	Q8VEM1
ENSMUSG00000028048	Gba	14466	P17439
ENSMUSG00000054414	Slc30a7	66500	Q9JKN1
ENSMUSG00000040782	Cop1	26374	Q9R1A8
ENSMUSG00000021759	Plpp1	19012	Q61469
ENSMUSG00000006724	Cyp27b1	13115	O35084
ENSMUSG00000003500	Impdh1	23917	P50096
ENSMUSG00000029455	Aldh2	11669	P47738
ENSMUSG00000047067	Dusp28	67446	Q8BTR5
ENSMUSG00000024327	Slc39a7	14977	Q31125
ENSMUSG00000031105	Slc25a14	20523	Q9Z2B2
ENSMUSG00000033335	Dnm2	13430	P39054
ENSMUSG00000022404	Slc25a17	20524	O70579
ENSMUSG00000040703	Cyp2s1	74134	Q9DBX6
ENSMUSG00000028334	Nans	94181	Q99J77
ENSMUSG00000036834	Plch1	269437	Q4KWH5
ENSMUSG00000030880	Polr3e	26939	Q9CZT4
ENSMUSG00000053773	Rdh8	235033	
ENSMUSG00000020332	Meikin	74847	Q5F2C3
ENSMUSG00000024235	Map3k8	26410	Q07174
ENSMUSG00000028664	Ephb2	13844	P54763
ENSMUSG00000037112	Sik2	235344	
ENSMUSG00000101959	Ldhal6b	106557	
ENSMUSG00000039661	Dusp26	66959	Q9D700
ENSMUSG00000022698	Naa50	72117	Q6PGB6
ENSMUSG00000038056	Kmt2c	231051	
ENSMUSG00000036833	Pnpla7	241274	A2AJ88
ENSMUSG00000048486	Fitm2	228859	P59266
ENSMUSG00000034796	Cpne7	102278	Q0VE82
ENSMUSG00000031918	Mtmr2	77116	Q9Z2D1
ENSMUSG00000030866	Ern2	26918	Q9Z2E3
ENSMUSG00000056458	Mok	26448	Q9WVS4
ENSMUSG00000026723	Trdmt1	13434	O55055
ENSMUSG00000040562	Gstm2	14863	P15626
ENSMUSG00000005501	Usp40	227334	Q8BWR4
ENSMUSG00000022295	Atp6v1c1	66335	Q9Z1G3
ENSMUSG00000016528	Mapkapk2	17164	P49138
ENSMUSG00000022129	Dct	13190	P29812
ENSMUSG00000051747	Ttn	22138	A2ASS6
ENSMUSG00000025537	Phkg1	18682	P07934
ENSMUSG00000089678	Agxt2	268782	Q3UEG6
ENSMUSG00000030096	Slc6a6	21366	O35316
ENSMUSG00000053375	Atp6v1e2	74915	Q9D593
ENSMUSG00000002379	Ndufa11	69875	
ENSMUSG00000026575	Nme7	171567	
ENSMUSG00000003534	Ddr1	12305	Q03146
ENSMUSG00000021488	Nsd1	18193	
ENSMUSG00000021868	Ppif	105675	Q99KR7
ENSMUSG00000074569	Gcnt7	654821	Q3V3K7
ENSMUSG00000028633	Ctps	51797	P70698
ENSMUSG00000024228	Nudt12	67993	Q9DCN1
ENSMUSG00000071553	Cpa2	232680	Q504N0
ENSMUSG00000052752	Traf7	224619	
ENSMUSG00000014606	Slc25a11	67863	Q9CR62
ENSMUSG00000021490	Slc34a1	20505	
ENSMUSG00000023057	Fabp2	14079	P55050
ENSMUSG00000023044	Csad	246277	Q9DBE0
ENSMUSG00000055978	Fut2	14344	Q9JL27
ENSMUSG00000024500	Ppp2r2b	72930	Q6ZWR4
ENSMUSG00000025579	Gaa	14387	P70699
ENSMUSG00000028755	Cda	72269	P56389
ENSMUSG00000042978	Sbk1	104175	Q8QZX0
ENSMUSG00000040648	Ppip5k2	227399	Q6ZQB6
ENSMUSG00000034573	Ptpn13	19249	
ENSMUSG00000032126	Hmbs	15288	P22907
ENSMUSG00000010025	Aldh3a2	11671	P47740
ENSMUSG00000064360	mt-Nd3	17718	P03899
ENSMUSG00000064358	mt-Co3	17710	P00416
ENSMUSG00000057337	Chst3	53374	O88199
ENSMUSG00000028138	Adh5	11532	P28474
ENSMUSG00000005899	Smpd4	77626	Q6ZPR5
ENSMUSG00000004936	Map2k1	26395	P31938
ENSMUSG00000073608	Gal3st2c	619597	
ENSMUSG00000052026	Slc6a7	240332	Q6PGE7
ENSMUSG00000020566	Atp6v1c2	68775	Q99L60
ENSMUSG00000017756	Slc12a7	20499	Q9WVL3
ENSMUSG00000032477	Cdc25a	12530	P48964
ENSMUSG00000027559	Car3	12350	P16015
ENSMUSG00000035885	Cox8a	12868	Q64445
ENSMUSG00000051811	Cox6b2	333182	Q80ZN9
ENSMUSG00000023473	Celsr3	107934	Q91ZI0
ENSMUSG00000030549	Rhcg	56315	Q9QXP0
ENSMUSG00000027249	F2	14061	P19221
ENSMUSG00000008822	Acyp1	66204	P56376
ENSMUSG00000014956	Ppp1cb	19046	P62141
ENSMUSG00000074698	Csnk2a1	12995	Q60737
ENSMUSG00000020651	Slc26a4	23985	Q9R155
ENSMUSG00000028497	Hacd4	66775	A2AKM2
ENSMUSG00000022292	Rrm2b	382985	Q6PEE3
ENSMUSG00000039062	Anpep	16790	P97449
ENSMUSG00000026779	Mastl	67121	Q8C0P0
ENSMUSG00000030655	Smg1	233789	Q8BKX6
ENSMUSG00000009588	St6galnac1	20445	Q9QZ39
ENSMUSG00000020150	Gamt	14431	O35969
ENSMUSG00000029843	Slc13a4	243755	
ENSMUSG00000021054	Sgpp1	81535	Q9JI99
ENSMUSG00000037996	Slc24a2	76376	
ENSMUSG00000062646	Ganc	76051	
ENSMUSG00000040147	Maob	109731	Q8BW75
ENSMUSG00000038843	Gcnt1	14537	Q09324
ENSMUSG00000001755	Coasy	71743	Q9DBL7
ENSMUSG00000035390	Brsk1	381979	Q5RJI5
ENSMUSG00000024036	Slc37a1	224674	Q8R070
ENSMUSG00000000168	Dlat	235339	Q8BMF4
ENSMUSG00000022844	Pdia5	72599	Q921X9
ENSMUSG00000032942	Ucp3	22229	P56501
ENSMUSG00000025326	Ube3a	22215	O08759
ENSMUSG00000019942	Cdk1	12534	P11440
ENSMUSG00000059895	Ptp4a3	19245	Q9D658
ENSMUSG00000026492	Tfb2m	15278	Q3TL26
ENSMUSG00000067719	Gm10221		
ENSMUSG00000028479	Gne	50798	Q91WG8
ENSMUSG00000009614	Sardh	192166	Q99LB7
ENSMUSG00000031960	Aars	234734	Q8BGQ7
ENSMUSG00000044986	Tst	22117	P52196
ENSMUSG00000028671	Gale	74246	Q8R059
ENSMUSG00000053279	Aldh1a1	11668;320092	P24549
ENSMUSG00000038074	Fkbp14	231997	P59024
ENSMUSG00000032226	Gcnt3	72077	Q5JCT0
ENSMUSG00000028111	Ctsk	13038	P55097
ENSMUSG00000028310	Ppp3r2	19059	Q63811
ENSMUSG00000008136	Fhl2	14200	O70433
ENSMUSG00000092305	Prps1l1	75456	
ENSMUSG00000017740	Slc12a5	57138	Q91V14
ENSMUSG00000006728	Cdk4	12567	P30285
ENSMUSG00000054619	Mettl7a1	70152	
ENSMUSG00000060402	Chst8	68947	Q8BQ86
ENSMUSG00000039887	Alg14	66789	Q9D081
ENSMUSG00000031299	Pdha1	18597	P35486
ENSMUSG00000025396	Hsd17b6	27400	Q9R092
ENSMUSG00000032883	Acsl3	74205	Q9CZW4
ENSMUSG00000041997	Tlk1	228012	Q8C0V0
ENSMUSG00000060675	Plaat3	225845	Q8R3U1
ENSMUSG00000032113	Chek1	12649	O35280
ENSMUSG00000025787	Tgm4	331046	
ENSMUSG00000025747	Tyms	22171	P07607
ENSMUSG00000031387	Renbp	19703	P82343
ENSMUSG00000056091	St3gal5	20454	O88829
ENSMUSG00000021903	Galnt15	78754	Q9D2N8
ENSMUSG00000045078	Rnf216	108086	P58283
ENSMUSG00000009566	Fpgs	14287	P48760
ENSMUSG00000003345	Csnk1g2	103236	Q8BVP5
ENSMUSG00000094526	Gm21451	100862072	
ENSMUSG00000035891	Cerk	223753	Q8K4Q7
ENSMUSG00000030350	Prmt8	381813	Q6PAK3
ENSMUSG00000038279	Nop2	110109	
ENSMUSG00000026674	Ddr2	18214	Q62371
ENSMUSG00000015889	Lta4h	16993	P24527
ENSMUSG00000022607	Ptk2	14083	P34152
ENSMUSG00000040667	Nup88	19069	Q8CEC0
ENSMUSG00000025911	Adhfe1	76187	Q8R0N6
ENSMUSG00000025823	Pdia4	12304	
ENSMUSG00000028960	Ube4b	63958	Q9ES00
ENSMUSG00000023861	Mpc1	55951	P63030
ENSMUSG00000029772	Ahcyl2	74340	Q68FL4
ENSMUSG00000051675	Trim32	69807	Q8CH72
ENSMUSG00000039653	Baat	12012	Q91X34
ENSMUSG00000020496	Rnf187	108660	
ENSMUSG00000022215	Fitm1	68680	Q91V79
ENSMUSG00000032997	Chpf	74241	Q6IQX7
ENSMUSG00000031529	Tnks	21951	Q6PFX9
ENSMUSG00000040663	Clcf1	56708	Q9QZM3
ENSMUSG00000025204	Ndufb8	67264	Q9D6J5
ENSMUSG00000027296	Itpka	228550	Q8R071
ENSMUSG00000024404	Riok3	66878	Q9DBU3
ENSMUSG00000036813	Entpd8	72090	Q8K0L2
ENSMUSG00000028597	Gpx7	67305	Q99LJ6
ENSMUSG00000023915	Tnfrsf21	94185	Q9EPU5
ENSMUSG00000021710	Nln	75805	Q91YP2
ENSMUSG00000021518	Ptdss1	19210	Q99LH2
ENSMUSG00000017713	Tha1	71776	
ENSMUSG00000021666	Gfm2	320806	Q8R2Q4
ENSMUSG00000033004	Mycbp2	105689	Q7TPH6
ENSMUSG00000039745	Htatip2	53415	Q9Z2G9
ENSMUSG00000020891	Alox8	11688	O35936
ENSMUSG00000027360	Hdc	15186	P23738
ENSMUSG00000020015	Cdk17	237459	Q8K0D0
ENSMUSG00000025630	Hprt	15452	P00493
ENSMUSG00000005251	Ripk4	72388	Q9ERK0
ENSMUSG00000000532	Acvr1b	11479	Q61271
ENSMUSG00000001173	Ocrl	320634	Q6NVF0
ENSMUSG00000053483	Usp21	30941	
ENSMUSG00000020153	Ndufs7	75406	Q9DC70
ENSMUSG00000038496	Slc19a3	80721	Q99PL8
ENSMUSG00000023972	Ptk7	71461	Q8BKG3
ENSMUSG00000033059	Pygb	110078	Q8CI94
ENSMUSG00000036185	Sapcd1	78376	Q9CY86
ENSMUSG00000020936	Nmt1	18107	O70310
ENSMUSG00000031450	Grk1	24013	
ENSMUSG00000029811	Aoc1	76507	
ENSMUSG00000006307	Kmt2b	75410	O08550
ENSMUSG00000030505	Prmt3	71974	Q922H1
ENSMUSG00000038046	Mrm3	67390	Q5ND52
ENSMUSG00000021701	Plk2	20620	P53351
ENSMUSG00000022521	Crebbp	12914	
ENSMUSG00000029491	Pde6b	18587	P23440
ENSMUSG00000022436	Sh3bp1	20401	P55194
ENSMUSG00000032548	Slco2a1	24059	Q9EPT5
ENSMUSG00000058446	Znrf2	387524	Q71FD5
ENSMUSG00000021720	Rnf180	71816	Q3U827
ENSMUSG00000079110	Capn3	12335	Q64691
ENSMUSG00000022052	Ppp2r2a	71978	Q6P1F6
ENSMUSG00000031314	Taf1	270627	Q80UV9
ENSMUSG00000000776	Polr3d	67065	Q91WD1
ENSMUSG00000025950	Idh1	15926	O88844
ENSMUSG00000020868	Xylt2	217119	Q9EPL0
ENSMUSG00000028653	Trit1	66966	Q80UN9
ENSMUSG00000026394	Atp6v1g3	338375	Q8BMC1
ENSMUSG00000071113	Mboat4	234155	P0C7A3
ENSMUSG00000116165	Pdxp	57028	P60487
ENSMUSG00000036620	Mgat4b	103534	Q812F8
ENSMUSG00000026773	Pfkfb3	170768	
ENSMUSG00000004341	Gpx6	75512	Q91WR8
ENSMUSG00000039470	Zdhhc2	70546	P59267
ENSMUSG00000027203	Dut	110074	
ENSMUSG00000041741	Pde3a	54611	Q9Z0X4
ENSMUSG00000004268	Emg1	14791	O35130
ENSMUSG00000022130	Tgds	76355	Q8VDR7
ENSMUSG00000035311	Gnptab	432486	Q69ZN6
ENSMUSG00000071470	Ccnb1ip1	239083	D3Z3K2
ENSMUSG00000021096	Ppm1a	19042	P49443
ENSMUSG00000060923	Acyp2	75572	P56375
ENSMUSG00000042751	Nmnat2	226518	Q8BNJ3
ENSMUSG00000053898	Ech1	51798	O35459
ENSMUSG00000006463	Zdhhc24	70605	Q6IR37
ENSMUSG00000033068	Entpd6	12497	
ENSMUSG00000021733	Slc4a7	218756	
ENSMUSG00000030671	Pde3b	18576	
ENSMUSG00000023050	Map3k12	26404	Q60700
ENSMUSG00000032718	Mansc1	67729	Q9CR33
ENSMUSG00000041644	Slc5a12	241612	Q49B93
ENSMUSG00000030303	Far2	330450	Q7TNT2
ENSMUSG00000028199	Cryz	12972	P47199
ENSMUSG00000023030	Slc11a2	18174	P49282
ENSMUSG00000026080	Chst10	98388	
ENSMUSG00000026484	Rnf2	19821	Q9CQJ4
ENSMUSG00000063704	Mapk15	332110	Q80Y86
ENSMUSG00000067229	Cyp2c66	69888	
ENSMUSG00000042817	Flt3	14255	
ENSMUSG00000046442	Ppm1e	320472	Q80TL0
ENSMUSG00000034731	Dgkh	380921	D3YXJ0
ENSMUSG00000030652	Coq7	12850	P97478
ENSMUSG00000021820	Camk2g	12325	Q923T9
ENSMUSG00000070644	Etnk2	214253	A7MCT6
ENSMUSG00000070366	Plpp4	381925	Q0VBU9
ENSMUSG00000030298	Sec13	110379	Q9D1M0
ENSMUSG00000032374	Plod2	26432	Q9R0B9
ENSMUSG00000004035	Gstm7	68312	Q80W21
ENSMUSG00000015542	Nat9	66176	Q3UG98
ENSMUSG00000028961	Pgd	110208	Q9DCD0
ENSMUSG00000036892	Prodh2	56189	Q8VCZ9
ENSMUSG00000056973	Ces1d	104158	Q8VCT4
ENSMUSG00000027661	Slc2a10	170441	Q8VHD6
ENSMUSG00000039037	St6galnac5	26938	
ENSMUSG00000029456	Acad10	71985	Q8K370
ENSMUSG00000033557	Fam20b	215015	Q8VCS3
ENSMUSG00000020664	Dld	13382	O08749
ENSMUSG00000041650	Pcca	110821	Q91ZA3
ENSMUSG00000031613	Hpgd	15446	Q8VCC1
ENSMUSG00000028876	Epha10	230735	Q8BYG9
ENSMUSG00000020715	Ern1	78943	Q9EQY0
ENSMUSG00000017291	Taok1	216965	Q5F2E8
ENSMUSG00000040046	Tph1	21990	P17532
ENSMUSG00000021608	Lpcat1	210992	Q3TFD2
ENSMUSG00000032656	Marchf3	320253	Q8BRX9
ENSMUSG00000030621	Me3	109264	Q8BMF3
ENSMUSG00000058454	Dhcr7	13360	O88455
ENSMUSG00000022367	Has2	15117	P70312
ENSMUSG00000027177	Hipk3	15259	Q9ERH7
ENSMUSG00000035898	Uba6	231380	Q8C7R4
ENSMUSG00000028114	Mettl14	210529	Q3UIK4
ENSMUSG00000027367	Stard7	99138	Q8R1R3
ENSMUSG00000038042	Ptpdc1	218232	Q6NZK8
ENSMUSG00000022672	Prkdc	19090	P97313
ENSMUSG00000040265	Dnm3	103967	Q8BZ98
ENSMUSG00000040771	Oard1	106821	Q8R5F3
ENSMUSG00000024621	Csf1r	12978	P09581
ENSMUSG00000031112	Stk26	70415	Q99JT2
ENSMUSG00000042082	Arsb	11881	
ENSMUSG00000061518	Cox5b	12859	
ENSMUSG00000037280	Galnt6	207839	Q8C7U7
ENSMUSG00000020794	Ube2g1	67128	P62254
ENSMUSG00000035847	Ids	15931	Q08890
ENSMUSG00000075044	Slc22a29	236293	
ENSMUSG00000039783	Kmo	98256	Q91WN4
ENSMUSG00000028763	Hspg2	15530	
ENSMUSG00000025246	Tbl1x	21372	Q9QXE7
ENSMUSG00000020706	Ftsj3	56095	Q9DBE9
ENSMUSG00000042249	Grk3	320129	Q3UYH7
ENSMUSG00000020673	Tpo	22018	P35419
ENSMUSG00000033809	Alg3	208624	Q8K2A8
ENSMUSG00000014932	Yes1	22612	Q04736
ENSMUSG00000037686	Aspg	104816	A0JNU3
ENSMUSG00000028910	Mecr	26922	Q9DCS3
ENSMUSG00000034126	Pomt2	217734	Q8BGQ4
ENSMUSG00000026260	Ndufa10	67273	Q99LC3
ENSMUSG00000028648	Ndufs5	595136	Q99LY9
ENSMUSG00000037375	Hhat	226861	Q8BMT9
ENSMUSG00000020124	Usp15	14479	Q8R5H1
ENSMUSG00000010911	Apip	56369	Q9WVQ5
ENSMUSG00000021111	Papola	18789	Q61183
ENSMUSG00000005534	Insr	16337	P15208
ENSMUSG00000021725	Parp8	52552	Q3UD82
ENSMUSG00000026003	Acadl	11363	
ENSMUSG00000048310	Pskh1	244631	Q91YA2
ENSMUSG00000063558	Aox1	11761	
ENSMUSG00000028469	Npr2	230103	Q6VVW5
ENSMUSG00000028834	Trim63	433766	
ENSMUSG00000039628	Hs3st6	328779	Q5GFD5
ENSMUSG00000012519	Mlkl	74568	Q9D2Y4
ENSMUSG00000042228	Lyn	17096	P25911
ENSMUSG00000024365	Cyp21a1	13079	
ENSMUSG00000031485	Plpbp	114863	Q9Z2Y8
ENSMUSG00000024039	Cbs	12411	Q91WT9
ENSMUSG00000031910	Has3	15118	O08650
ENSMUSG00000026854	Usp20	74270	Q8C6M1
ENSMUSG00000024507	Hsd17b4	15488	P51660
ENSMUSG00000032412	Atp1b3	11933	P97370
ENSMUSG00000005553	Atp4a	11944	
ENSMUSG00000028238	Atp6v0d2	242341	Q80SY3
ENSMUSG00000046152	Fut10	171167	Q5F2L2
ENSMUSG00000070385	Ampd1	229665	Q3V1D3
ENSMUSG00000020623	Map2k6	26399	P70236
ENSMUSG00000020777	Acox1	11430	Q9R0H0
ENSMUSG00000019055	Plod1	18822	Q9R0E2
ENSMUSG00000029925	Tbxas1	21391	P36423
ENSMUSG00000055780	Usp26	83563	Q99MX1
ENSMUSG00000074923	Pak6	214230	Q3ULB5
ENSMUSG00000074305	Peak1	244895	Q69Z38
ENSMUSG00000052997	Uba2	50995	Q9Z1F9
ENSMUSG00000026064	Ptp4a1	19243	Q63739
ENSMUSG00000027357	Crls1	66586	Q80ZM8
ENSMUSG00000066026	Dhrs3	20148	O88876
ENSMUSG00000033825	Tpsb2	17229	
ENSMUSG00000014313	Cox6c	12864	Q9CPQ1
ENSMUSG00000062729	Ppox	19044	P51175
ENSMUSG00000039615	Stub1	56424	Q9WUD1
ENSMUSG00000021948	Prkcd	18753	P28867
ENSMUSG00000022793	B4galt4	56375	Q9JJ04
ENSMUSG00000032648	Pygm	19309	Q9WUB3
ENSMUSG00000024290	Rock1	19877	P70335
ENSMUSG00000033906	Zdhhc15	108672	Q8BGJ0
ENSMUSG00000021768	Dusp13	27389	Q6B8I0;Q9QYJ7
ENSMUSG00000025817	Nudt5	53893	Q9JKX6
ENSMUSG00000029998	Pcyox1	66881	Q9CQF9
ENSMUSG00000001942	Siae	22619	P70665
ENSMUSG00000024785	Rcl1	59028	Q9JJT0
ENSMUSG00000032067	Pts	19286	Q9R1Z7
ENSMUSG00000031842	Pde4c	110385	Q3UEI1
ENSMUSG00000016427	Ndufa1	54405	O35683
ENSMUSG00000024529	Lox	16948	P28301
ENSMUSG00000068323	Slc4a5	232156	
ENSMUSG00000021135	Slc10a1	20493	O08705
ENSMUSG00000027496	Aurka	20878	P97477
ENSMUSG00000032349	Elovl5	68801	Q8BHI7
ENSMUSG00000026126	Ptpn18	19253	Q61152
ENSMUSG00000030711	Sult1a1	20887	
ENSMUSG00000006764	Tph2	216343	Q8CGV2
ENSMUSG00000043648	Pld6	194908	Q5SWZ9
ENSMUSG00000020804	Aanat	11298	O88816
ENSMUSG00000021754	Map3k1	26401	
ENSMUSG00000037470	Uggt1	320011	Q6P5E4
ENSMUSG00000028104	Polr3gl	69870	Q8R0C0
ENSMUSG00000116564	Riok2	67045	Q9CQS5
ENSMUSG00000028708	Mknk1	17346	
