fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:4616	GSK3A	MGI:2152453	Gsk3a	Yes	Yes	10	10
HGNC:4617	GSK3B	MGI:1861437	Gsk3b	Yes	Yes	10	10
HGNC:20343	GSKIP	MGI:1914037	Gskip	Yes	Yes	10	10
HGNC:4620	GSN	MGI:95851	Gsn	Yes	Yes	10	10
HGNC:4621	GSPT1	MGI:1316728	Gspt1	Yes	Yes	5	10
HGNC:4622	GSPT2	MGI:1316727	Gspt2	Yes	Yes	9	10
HGNC:4623	GSR	MGI:95804	Gsr	Yes	Yes	10	10
HGNC:4624	GSS	MGI:95852	Gss	Yes	Yes	10	10
HGNC:4626	GSTA1	MGI:3826440	Gm3776	Yes	Yes	8	10
HGNC:4626	GSTA1	MGI:1095417	Gsta1	Yes	Yes	8	10
HGNC:4626	GSTA1	MGI:95863	Gsta2	Yes	Yes	8	10
HGNC:4626	GSTA1	MGI:3704339	Gsta5	Yes	Yes	8	10
HGNC:4627	GSTA2	MGI:3826440	Gm3776	Yes	Yes	8	10
HGNC:4627	GSTA2	MGI:1095417	Gsta1	Yes	Yes	8	10
HGNC:4627	GSTA2	MGI:95863	Gsta2	Yes	Yes	8	10
HGNC:4627	GSTA2	MGI:3704339	Gsta5	Yes	Yes	8	10
HGNC:4628	GSTA3	MGI:3826440	Gm3776	Yes	Yes	8	10
HGNC:4628	GSTA3	MGI:1095417	Gsta1	Yes	Yes	8	10
HGNC:4628	GSTA3	MGI:95863	Gsta2	Yes	Yes	8	10
HGNC:4628	GSTA3	MGI:95856	Gsta3	No	Yes	7	10
HGNC:4628	GSTA3	MGI:3704339	Gsta5	Yes	Yes	8	10
HGNC:19662	GSTA5	MGI:3826440	Gm3776	Yes	Yes	8	10
HGNC:19662	GSTA5	MGI:1095417	Gsta1	Yes	Yes	8	10
HGNC:19662	GSTA5	MGI:95863	Gsta2	Yes	Yes	8	10
HGNC:19662	GSTA5	MGI:95856	Gsta3	No	Yes	7	10
HGNC:19662	GSTA5	MGI:3704339	Gsta5	Yes	Yes	8	10
HGNC:25806	GSTCD	MGI:1914803	Gstcd	Yes	Yes	10	10
HGNC:16906	GSTK1	MGI:1923513	Gstk1	Yes	Yes	10	10
HGNC:4632	GSTM1	MGI:95860	Gstm1	No	Yes	3	10
HGNC:4632	GSTM1	MGI:95861	Gstm2	Yes	Yes	10	10
HGNC:4632	GSTM1	MGI:106026	Gstm3	No	Yes	4	10
HGNC:4632	GSTM1	MGI:1309467	Gstm6	No	Yes	4	10
HGNC:4634	GSTM2	MGI:1915562	Gstm7	Yes	Yes	10	10
HGNC:4635	GSTM3	MGI:1309466	Gstm5	Yes	Yes	10	10
HGNC:4636	GSTM4	MGI:95862	Gstm4	Yes	Yes	10	10
HGNC:4637	GSTM5	MGI:95860	Gstm1	No	Yes	3	10
HGNC:4637	GSTM5	MGI:95861	Gstm2	Yes	No	5	10
HGNC:13312	GSTO1	MGI:1342273	Gsto1	Yes	Yes	10	10
HGNC:23064	GSTO2	MGI:1915464	Gsto2	Yes	Yes	10	10
HGNC:4638	GSTP1	MGI:3782108	Gstp-ps	No	Yes	1	10
HGNC:4638	GSTP1	MGI:95865	Gstp1	Yes	Yes	10	10
HGNC:4638	GSTP1	MGI:95864	Gstp2	Yes	Yes	10	10
HGNC:4638	GSTP1	MGI:2385078	Gstp3	No	Yes	1	10
HGNC:4641	GSTT1	MGI:107379	Gstt1	Yes	Yes	9	10
HGNC:4642	GSTT2	MGI:106188	Gstt2	Yes	Yes	10	10
HGNC:33437	GSTT2B	MGI:106188	Gstt2	Yes	Yes	10	10
HGNC:26930	GSTT4	MGI:1923136	Gstt4	Yes	Yes	10	10
HGNC:4643	GSTZ1	MGI:1341859	Gstz1	Yes	Yes	10	10
HGNC:20374	GSX1	MGI:95842	Gsx1	Yes	Yes	10	10
HGNC:24959	GSX2	MGI:95843	Gsx2	Yes	Yes	10	10
HGNC:20887	GTDC1	MGI:2444269	Gtdc1	Yes	Yes	10	10
HGNC:4646	GTF2A1	MGI:1933277	Gtf2a1	Yes	Yes	10	10
HGNC:30727	GTF2A1L	MGI:1919078	Gtf2a1l	Yes	Yes	10	10
HGNC:4647	GTF2A2	MGI:1933289	Gtf2a2	Yes	Yes	9	10
HGNC:4648	GTF2B	MGI:2385191	Gtf2b	Yes	Yes	10	10
HGNC:4650	GTF2E1	MGI:1921447	Gtf2e1	Yes	Yes	10	10
HGNC:4651	GTF2E2	MGI:1915403	Gtf2e2	Yes	Yes	10	10
HGNC:4652	GTF2F1	MGI:1923848	Gtf2f1	Yes	Yes	10	10
HGNC:4653	GTF2F2	MGI:1915955	Gtf2f2	Yes	Yes	10	10
HGNC:4655	GTF2H1	MGI:1277216	Gtf2h1	Yes	Yes	10	10
HGNC:4656	GTF2H2	MGI:1345669	Gtf2h2	Yes	Yes	10	10
HGNC:31394	GTF2H2C	MGI:1345669	Gtf2h2	Yes	Yes	10	10
HGNC:35418	GTF2H2C_2	MGI:1345669	Gtf2h2	Yes	No	9	10
HGNC:4657	GTF2H3	MGI:1277143	Gtf2h3	Yes	Yes	10	10
HGNC:4658	GTF2H4	MGI:1338799	Gtf2h4	Yes	Yes	10	10
HGNC:21157	GTF2H5	MGI:107227	Gtf2h5	Yes	Yes	10	10
HGNC:4659	GTF2I	MGI:1202722	Gtf2i	Yes	Yes	10	10
HGNC:4661	GTF2IRD1	MGI:1861942	Gtf2ird1	Yes	Yes	10	10
HGNC:30775	GTF2IRD2	MGI:2149780	Gtf2ird2	Yes	No	9	10
HGNC:33125	GTF2IRD2B	MGI:2149780	Gtf2ird2	Yes	Yes	10	10
HGNC:4662	GTF3A	MGI:1913846	Gtf3a	Yes	Yes	10	10
HGNC:4664	GTF3C1	MGI:107887	Gtf3c1	Yes	Yes	10	10
HGNC:4665	GTF3C2	MGI:1919002	Gtf3c2	Yes	Yes	10	10
HGNC:4666	GTF3C3	MGI:2138383	Gtf3c3	Yes	Yes	10	10
HGNC:4667	GTF3C4	MGI:2138937	Gtf3c4	Yes	Yes	10	10
HGNC:4668	GTF3C5	MGI:1917489	Gtf3c5	Yes	Yes	10	10
HGNC:20872	GTF3C6	MGI:1914621	Gtf3c6	Yes	Yes	10	10
HGNC:4669	GTPBP1	MGI:109443	Gtpbp1	Yes	Yes	10	10
HGNC:25106	GTPBP10	MGI:2385599	Gtpbp10	Yes	Yes	10	10
HGNC:4670	GTPBP2	MGI:1860138	Gtpbp2	Yes	Yes	10	10
HGNC:14880	GTPBP3	MGI:1917609	Gtpbp3	Yes	Yes	10	10
HGNC:21535	GTPBP4	MGI:1916487	Gtpbp4	Yes	Yes	10	10
HGNC:30189	GTPBP6	MGI:1306825	Gtpbp6	Yes	Yes	10	10
HGNC:25007	GTPBP8	MGI:1913317	Gtpbp8	Yes	Yes	10	10
HGNC:13698	GTSE1	MGI:1352755	Gtse1	Yes	Yes	9	10
HGNC:26565	GTSF1	MGI:1921424	Gtsf1	Yes	Yes	10	10
HGNC:16198	GTSF1L	MGI:1915486	Gtsf1l	Yes	Yes	10	10
HGNC:4678	GUCA1A	MGI:102770	Guca1a	Yes	Yes	10	10
HGNC:4679	GUCA1B	MGI:1194489	Guca1b	Yes	Yes	10	10
HGNC:4682	GUCA2A	MGI:102738	Guca2a	Yes	Yes	10	10
HGNC:4683	GUCA2B	MGI:1270851	Guca2b	Yes	Yes	10	10
HGNC:14237	GUCD1	MGI:1916028	Gucd1	Yes	Yes	10	10
HGNC:4685	GUCY1A1	MGI:1926562	Gucy1a1	Yes	Yes	10	10
HGNC:4684	GUCY1A2	MGI:2660877	Gucy1a2	Yes	Yes	10	10
HGNC:4687	GUCY1B1	MGI:1860604	Gucy1b1	Yes	Yes	10	10
HGNC:4686	GUCY1B2	MGI:2660873	Gucy1b2	Yes	Yes	10	10
HGNC:4688	GUCY2C	MGI:106903	Gucy2c	Yes	Yes	10	10
HGNC:4689	GUCY2D	MGI:105123	Gucy2e	Yes	Yes	10	10
HGNC:4691	GUCY2F	MGI:105119	Gucy2f	Yes	Yes	10	10
HGNC:31863	GUCY2GP	MGI:106025	Gucy2g	Yes	Yes	1	10
HGNC:25799	GUF1	MGI:2140726	Guf1	Yes	Yes	10	10
HGNC:4693	GUK1	MGI:95871	Guk1	Yes	Yes	10	10
HGNC:4695	GULOP	MGI:1353434	Gulo	Yes	Yes	1	10
HGNC:18649	GULP1	MGI:1920407	Gulp1	Yes	Yes	10	10
HGNC:4696	GUSB	MGI:95872	Gusb	Yes	Yes	10	10
HGNC:25813	GVINP1	MGI:1921808	Gvin1	Yes	Yes	9	10
HGNC:25813	GVINP1	MGI:3782245	Gvin2	Yes	Yes	9	10
HGNC:27482	GXYLT1	MGI:2684933	Gxylt1	Yes	Yes	10	10
HGNC:33383	GXYLT2	MGI:2682940	Gxylt2	Yes	Yes	10	10
HGNC:4699	GYG1	MGI:1351614	Gyg	Yes	Yes	10	10
HGNC:4702	GYPA	MGI:95880	Gypa	Yes	Yes	8	10
HGNC:4703	GYPB	MGI:95880	Gypa	Yes	No	7	10
HGNC:4704	GYPC	MGI:1098566	Gypc	Yes	Yes	9	10
HGNC:4705	GYPE	MGI:95880	Gypa	Yes	No	4	10
HGNC:4706	GYS1	MGI:101805	Gys1	Yes	Yes	10	10
HGNC:4707	GYS2	MGI:2385254	Gys2	Yes	Yes	10	10
HGNC:15808	GZF1	MGI:1921783	Gzf1	Yes	Yes	9	10
HGNC:4708	GZMA	MGI:109266	Gzma	Yes	Yes	10	10
HGNC:4709	GZMB	MGI:109267	Gzmb	Yes	Yes	8	10
HGNC:4709	GZMB	MGI:109256	Gzmc	No	Yes	4	10
HGNC:4709	GZMB	MGI:109255	Gzmd	No	Yes	3	10
HGNC:4709	GZMB	MGI:109265	Gzme	No	Yes	4	10
HGNC:4709	GZMB	MGI:109254	Gzmf	No	Yes	3	10
HGNC:4709	GZMB	MGI:109253	Gzmg	No	Yes	3	10
HGNC:4709	GZMB	MGI:2675494	Gzmn	No	Yes	3	10
HGNC:4710	GZMH	MGI:109255	Gzmd	Yes	No	2	10
HGNC:4710	GZMH	MGI:109265	Gzme	Yes	No	2	10
HGNC:4710	GZMH	MGI:109254	Gzmf	Yes	No	2	10
HGNC:4710	GZMH	MGI:109253	Gzmg	Yes	No	2	10
HGNC:4711	GZMK	MGI:1298232	Gzmk	Yes	Yes	10	10
HGNC:4712	GZMM	MGI:99549	Gzmm	Yes	Yes	10	10
HGNC:4714	H1-0	MGI:95893	H1f0	Yes	Yes	10	10
HGNC:4715	H1-1	MGI:1931523	H1f1	Yes	Yes	9	10
HGNC:4722	H1-10	MGI:2685307	H1f10	Yes	Yes	10	10
HGNC:4716	H1-2	MGI:1931526	H1f2	Yes	Yes	8	10
HGNC:4717	H1-3	MGI:107502	H1f3	Yes	Yes	5	10
HGNC:4718	H1-4	MGI:1931527	H1f4	Yes	Yes	9	10
HGNC:4719	H1-5	MGI:1861461	H1f5	Yes	Yes	9	10
HGNC:4720	H1-6	MGI:1888530	H1f6	Yes	Yes	10	10
HGNC:24893	H1-7	MGI:1917319	H1f7	Yes	Yes	9	10
HGNC:18463	H1-8	MGI:2176207	H1f8	Yes	Yes	10	10
HGNC:30616	H1-9P	MGI:2136691	H1f9	Yes	Yes	8	10
HGNC:22516	H2AB1	MGI:3642445	H2ab1	Yes	Yes	9	10
HGNC:22516	H2AB1	MGI:3644980	H2ab2	Yes	Yes	9	10
HGNC:22516	H2AB1	MGI:3644875	H2ab3	Yes	Yes	9	10
HGNC:18298	H2AB2	MGI:3642445	H2ab1	Yes	Yes	9	10
HGNC:18298	H2AB2	MGI:3644980	H2ab2	Yes	Yes	9	10
HGNC:18298	H2AB2	MGI:3644875	H2ab3	Yes	Yes	9	10
HGNC:14455	H2AB3	MGI:3642445	H2ab1	Yes	Yes	9	10
HGNC:14455	H2AB3	MGI:3644980	H2ab2	Yes	Yes	9	10
HGNC:14455	H2AB3	MGI:3644875	H2ab3	Yes	Yes	9	10
HGNC:18729	H2AC1	MGI:2448285	H2ac1	Yes	Yes	5	10
HGNC:18729	H2AC1	MGI:2448297	H2ac15	No	Yes	2	10
HGNC:4737	H2AC11	MGI:2448300	H2ac22	Yes	No	2	10
HGNC:13671	H2AC12	MGI:2448295	H2ac12	Yes	Yes	2	10
HGNC:4727	H2AC14	MGI:2448309	H2ac10	Yes	Yes	2	10
HGNC:4726	H2AC15	MGI:2448287	H2ac6	Yes	No	2	10
HGNC:4730	H2AC16	MGI:2448290	H2ac8	Yes	No	2	10
HGNC:4735	H2AC17	MGI:2448289	H2ac7	Yes	No	2	10
HGNC:4736	H2AC18	MGI:96097	H2ac18	Yes	Yes	10	10
HGNC:4736	H2AC18	MGI:2448283	H2ac19	Yes	Yes	10	10
HGNC:29668	H2AC19	MGI:96097	H2ac18	Yes	Yes	10	10
HGNC:29668	H2AC19	MGI:2448283	H2ac19	Yes	Yes	10	10
HGNC:4738	H2AC20	MGI:2448316	H2ac20	Yes	Yes	10	10
HGNC:20508	H2AC21	MGI:2448314	H2ac21	Yes	Yes	10	10
HGNC:20507	H2AC25	MGI:2448458	H2ac25	Yes	Yes	10	10
HGNC:4734	H2AC4	MGI:2448293	H2ac11	Yes	Yes	10	10
HGNC:4734	H2AC4	MGI:2448300	H2ac22	No	Yes	9	10
HGNC:4734	H2AC4	MGI:2448302	H2ac23	No	Yes	9	10
HGNC:4734	H2AC4	MGI:3710573	H2ac24	No	Yes	9	10
HGNC:4734	H2AC4	MGI:2448306	H2ac4	No	Yes	9	10
HGNC:4734	H2AC4	MGI:2448287	H2ac6	No	Yes	9	10
HGNC:4734	H2AC4	MGI:2448289	H2ac7	No	Yes	9	10
HGNC:4734	H2AC4	MGI:2448290	H2ac8	No	Yes	9	10
HGNC:4733	H2AC6	MGI:2448302	H2ac23	Yes	No	2	10
HGNC:4729	H2AC7	MGI:2448306	H2ac4	Yes	No	2	10
HGNC:4724	H2AC8	MGI:2448457	H2ac13	Yes	Yes	10	10
HGNC:4724	H2AC8	MGI:2448300	H2ac22	No	Yes	9	10
HGNC:4724	H2AC8	MGI:2448302	H2ac23	No	Yes	9	10
HGNC:4724	H2AC8	MGI:3710573	H2ac24	No	Yes	9	10
HGNC:4724	H2AC8	MGI:2448306	H2ac4	No	Yes	9	10
HGNC:4724	H2AC8	MGI:2448287	H2ac6	No	Yes	9	10
HGNC:4724	H2AC8	MGI:2448289	H2ac7	No	Yes	9	10
HGNC:4724	H2AC8	MGI:2448290	H2ac8	No	Yes	9	10
HGNC:14456	H2AJ	MGI:3606192	H2aj	Yes	Yes	9	10
HGNC:53960	H2AL3	MGI:3714114	H2al1a	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3650131	H2al1b	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3711280	H2al1c	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3710419	H2al1d	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3649617	H2al1e	No	Yes	4	10
HGNC:53960	H2AL3	MGI:3649874	H2al1f	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3710577	H2al1g	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3711282	H2al1h	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3710416	H2al1i	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3643273	H2al1j	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3710586	H2al1k	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:1923633	H2al1m	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3643774	H2al1n	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3643069	H2al1o	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:1915481	H2al2a	No	Yes	4	10
HGNC:53960	H2AL3	MGI:3710623	H2al2b	Yes	Yes	5	10
HGNC:53960	H2AL3	MGI:3779546	H2al2c	Yes	Yes	5	10
HGNC:18417	H2AP	MGI:1914584	H2ap	Yes	Yes	10	10
HGNC:4739	H2AX	MGI:102688	H2ax	Yes	Yes	10	10
HGNC:4741	H2AZ1	MGI:1888388	H2az1	Yes	Yes	10	10
HGNC:20664	H2AZ2	MGI:1924855	H2az2	Yes	Yes	9	10
HGNC:18730	H2BC1	MGI:2448375	H2bc1	Yes	Yes	9	10
HGNC:4756	H2BC10	MGI:1915274	H2bc4	Yes	Yes	9	10
HGNC:4761	H2BC11	MGI:2448415	H2bc21	Yes	Yes	4	10
HGNC:13954	H2BC12	MGI:2448399	H2bc12	Yes	Yes	3	10
HGNC:4748	H2BC13	MGI:2448388	H2bc11	Yes	Yes	4	10
HGNC:4748	H2BC13	MGI:2448403	H2bc13	No	Yes	3	10
HGNC:4748	H2BC13	MGI:2448407	H2bc15	No	Yes	3	10
HGNC:4748	H2BC13	MGI:3702051	H2bc23	No	Yes	3	10
HGNC:4748	H2BC13	MGI:3710645	H2bc24	No	Yes	3	10
HGNC:4748	H2BC13	MGI:2448383	H2bc7	No	Yes	3	10
HGNC:4750	H2BC14	MGI:2448407	H2bc15	No	No	2	10
HGNC:4750	H2BC14	MGI:2448377	H2bc3	Yes	Yes	3	10
HGNC:4749	H2BC15	MGI:2448404	H2bc14	Yes	No	3	10
HGNC:4749	H2BC15	MGI:2448377	H2bc3	Yes	Yes	3	10
HGNC:4758	H2BC17	MGI:2448409	H2bc22	Yes	Yes	2	10
HGNC:24700	H2BC18	MGI:2448413	H2bc18	Yes	Yes	9	10
HGNC:20514	H2BC26	MGI:1922442	H2bc26-ps	Yes	Yes	9	10
HGNC:20515	H2BC27P	MGI:1925553	H2bc27	Yes	No	1	10
HGNC:4751	H2BC3	MGI:2448377	H2bc3	Yes	Yes	3	10
HGNC:4757	H2BC4	MGI:2448386	H2bc8	Yes	Yes	9	10
HGNC:4747	H2BC5	MGI:2448404	H2bc14	Yes	Yes	8	10
HGNC:4747	H2BC5	MGI:1925553	H2bc27	No	Yes	2	10
HGNC:4747	H2BC5	MGI:1915274	H2bc4	Yes	No	8	10
HGNC:4747	H2BC5	MGI:2448380	H2bc6	Yes	No	8	10
HGNC:4747	H2BC5	MGI:2448386	H2bc8	Yes	No	8	10
HGNC:4753	H2BC6	MGI:2448403	H2bc13	No	No	2	10
HGNC:4753	H2BC6	MGI:1915274	H2bc4	Yes	No	8	10
HGNC:4753	H2BC6	MGI:2448380	H2bc6	Yes	No	8	10
HGNC:4753	H2BC6	MGI:2448386	H2bc8	Yes	No	8	10
HGNC:4752	H2BC7	MGI:2448380	H2bc6	Yes	Yes	9	10
HGNC:4746	H2BC8	MGI:1915274	H2bc4	Yes	No	8	10
HGNC:4746	H2BC8	MGI:2448380	H2bc6	Yes	No	8	10
HGNC:4746	H2BC8	MGI:2448383	H2bc7	No	No	2	10
HGNC:4746	H2BC8	MGI:2448386	H2bc8	Yes	No	8	10
HGNC:4755	H2BC9	MGI:3702051	H2bc23	Yes	No	2	10
HGNC:4755	H2BC9	MGI:3710645	H2bc24	Yes	No	2	10
HGNC:4755	H2BC9	MGI:2448387	H2bc9	Yes	Yes	2	10
HGNC:54442	H2BL1P	MGI:1916632	H2bl1	Yes	Yes	1	10
HGNC:27252	H2BW1	MGI:1916639	H2bw2	Yes	Yes	2	10
HGNC:27867	H2BW2	MGI:1916639	H2bw2	Yes	Yes	2	10
HGNC:4764	H3-3A	MGI:1097686	H3f3a	Yes	Yes	9	10
HGNC:4764	H3-3A	MGI:1101768	H3f3b	Yes	Yes	9	10
HGNC:4765	H3-3B	MGI:1097686	H3f3a	Yes	Yes	9	10
HGNC:4765	H3-3B	MGI:1101768	H3f3b	Yes	Yes	9	10
HGNC:33164	H3-5	MGI:3651714	Gm12657	No	Yes	1	10
HGNC:4766	H3C1	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4766	H3C1	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4766	H3C1	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4766	H3C1	MGI:2448322	H3c4	No	No	2	10
HGNC:4766	H3C1	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4775	H3C10	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4775	H3C10	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4775	H3C10	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4775	H3C10	MGI:2448319	H3c2	No	No	2	10
HGNC:4775	H3C10	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4771	H3C11	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4771	H3C11	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4771	H3C11	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4771	H3C11	MGI:2448326	H3c6	No	No	2	10
HGNC:4771	H3C11	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4774	H3C12	MGI:2145541	H3c8	Yes	Yes	10	10
HGNC:25311	H3C13	MGI:2448351	H3c13	No	Yes	9	10
HGNC:25311	H3C13	MGI:2448355	H3c14	No	Yes	9	10
HGNC:25311	H3C13	MGI:2448357	H3c15	No	Yes	9	10
HGNC:25311	H3C13	MGI:2448319	H3c2	No	Yes	9	10
HGNC:25311	H3C13	MGI:2448320	H3c3	Yes	Yes	10	10
HGNC:25311	H3C13	MGI:2448322	H3c4	No	Yes	9	10
HGNC:25311	H3C13	MGI:2448326	H3c6	No	Yes	9	10
HGNC:20503	H3C14	MGI:2448351	H3c13	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448355	H3c14	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448357	H3c15	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448319	H3c2	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448320	H3c3	Yes	No	9	10
HGNC:20503	H3C14	MGI:2448322	H3c4	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448326	H3c6	Yes	Yes	9	10
HGNC:20503	H3C14	MGI:2448329	H3c7	Yes	No	9	10
HGNC:20503	H3C14	MGI:3650546	H3f3c	No	No	1	10
HGNC:20505	H3C15	MGI:2448351	H3c13	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448355	H3c14	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448357	H3c15	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448319	H3c2	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448322	H3c4	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448326	H3c6	No	Yes	9	10
HGNC:20505	H3C15	MGI:2448329	H3c7	Yes	Yes	10	10
HGNC:4776	H3C2	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4776	H3C2	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4776	H3C2	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4776	H3C2	MGI:2448351	H3c13	No	No	2	10
HGNC:4776	H3C2	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4768	H3C3	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4768	H3C3	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4768	H3C3	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4768	H3C3	MGI:2448355	H3c14	No	No	2	10
HGNC:4768	H3C3	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4767	H3C4	MGI:2668828	H3c1	Yes	Yes	10	10
HGNC:4769	H3C6	MGI:2448349	H3c10	Yes	Yes	10	10
HGNC:4773	H3C7	MGI:2448350	H3c11	Yes	Yes	10	10
HGNC:4772	H3C8	MGI:2668828	H3c1	Yes	No	9	10
HGNC:4772	H3C8	MGI:2448349	H3c10	Yes	No	9	10
HGNC:4772	H3C8	MGI:2448350	H3c11	Yes	No	9	10
HGNC:4772	H3C8	MGI:2448357	H3c15	No	No	2	10
HGNC:4772	H3C8	MGI:2145541	H3c8	Yes	No	9	10
HGNC:4781	H4C1	MGI:2448423	H4c4	Yes	Yes	9	10
HGNC:4785	H4C11	MGI:2448425	H4c6	Yes	Yes	9	10
HGNC:4784	H4C12	MGI:2448436	H4c11	Yes	Yes	9	10
HGNC:4791	H4C13	MGI:4843992	H4c18	Yes	Yes	9	10
HGNC:4794	H4C14	MGI:2448420	H4c2	Yes	Yes	9	10
HGNC:29607	H4C15	MGI:2448419	H4c1	Yes	Yes	9	10
HGNC:20510	H4C16	MGI:2448443	H4c16	Yes	Yes	9	10
HGNC:20510	H4C16	MGI:2448432	H4c9	Yes	Yes	9	10
HGNC:4789	H4C2	MGI:2448443	H4c16	Yes	Yes	9	10
HGNC:4787	H4C3	MGI:2140113	H4c14	Yes	Yes	9	10
HGNC:4782	H4C4	MGI:2448441	H4c17	Yes	Yes	9	10
HGNC:4790	H4C5	MGI:2448419	H4c1	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448436	H4c11	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448439	H4c12	Yes	No	8	10
HGNC:4790	H4C5	MGI:2140113	H4c14	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448443	H4c16	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448441	H4c17	Yes	No	8	10
HGNC:4790	H4C5	MGI:4843992	H4c18	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448420	H4c2	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448421	H4c3	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448423	H4c4	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448425	H4c6	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448427	H4c8	Yes	No	8	10
HGNC:4790	H4C5	MGI:2448432	H4c9	Yes	No	8	10
HGNC:4783	H4C6	MGI:2448421	H4c3	Yes	Yes	9	10
HGNC:4788	H4C8	MGI:2448439	H4c12	Yes	Yes	9	10
HGNC:4793	H4C9	MGI:2448427	H4c8	Yes	Yes	9	10
HGNC:4795	H6PD	MGI:2140356	H6pd	Yes	Yes	10	10
HGNC:4796	HAAO	MGI:1349444	Haao	Yes	Yes	10	10
HGNC:4798	HABP2	MGI:1196378	Habp2	Yes	Yes	10	10
HGNC:17062	HABP4	MGI:1891713	Habp4	Yes	Yes	10	10
HGNC:9639	HACD1	MGI:1353592	Hacd1	Yes	Yes	9	10
HGNC:9640	HACD2	MGI:1918007	Hacd2	Yes	Yes	10	10
HGNC:24175	HACD3	MGI:1889341	Hacd3	Yes	Yes	9	10
HGNC:20920	HACD4	MGI:1914025	Hacd4	Yes	Yes	10	10
HGNC:21033	HACE1	MGI:2446110	Hace1	Yes	Yes	10	10
HGNC:17856	HACL1	MGI:1929657	Hacl1	Yes	Yes	10	10
HGNC:4799	HADH	MGI:96009	Hadh	Yes	Yes	10	10
HGNC:4801	HADHA	MGI:2135593	Hadha	Yes	Yes	10	10
HGNC:4803	HADHB	MGI:2136381	Hadhb	Yes	Yes	9	10
HGNC:4805	HAGH	MGI:95745	Hagh	Yes	Yes	10	10
HGNC:14177	HAGHL	MGI:1919877	Haghl	Yes	Yes	10	10
HGNC:4806	HAL	MGI:96010	Hal	Yes	Yes	10	10
HGNC:15598	HAMP	MGI:1933533	Hamp	Yes	Yes	10	10
HGNC:15598	HAMP	MGI:2153530	Hamp2	No	Yes	9	10
HGNC:4807	HAND1	MGI:103577	Hand1	Yes	Yes	10	10
HGNC:4808	HAND2	MGI:103580	Hand2	Yes	Yes	10	10
HGNC:4809	HAO1	MGI:96011	Hao1	Yes	Yes	10	10
HGNC:4810	HAO2	MGI:96012	Hao2	Yes	Yes	10	10
HGNC:4812	HAP1	MGI:1261831	Hap1	Yes	Yes	10	10
HGNC:2380	HAPLN1	MGI:1337006	Hapln1	Yes	Yes	10	10
HGNC:17410	HAPLN2	MGI:2137300	Hapln2	Yes	Yes	10	10
