geneSymbol	ensemblGeneId	trLength
Gm20833	ENSMUSG00000104032	696
Gm20834	ENSMUSG00000095242	952
Gm20835	ENSMUSG00000101933	923
Gm20836	ENSMUSG00000102613	696
Gm20837	ENSMUSG00000096178	671
Gm20838	ENSMUSG00000095011	714.5
Gm20840	ENSMUSG00000102402	696
Gm20841	ENSMUSG00000101688	696
Gm20842	ENSMUSG00000101593	696
Gm20843	ENSMUSG00000096902	746
Gm20844	ENSMUSG00000101844	654
Gm20846	ENSMUSG00000100869	693
Gm20847	ENSMUSG00000101277	678
Gm20848	ENSMUSG00000099371	678
Gm20849	ENSMUSG00000100882	696
Gm20850	ENSMUSG00000100902	924
Gm20851	ENSMUSG00000104439	696
Gm20852	ENSMUSG00000096666	954
Gm20853	ENSMUSG00000101787	693
Gm20854	ENSMUSG00000095650	1079
Gm20855	ENSMUSG00000095793	711
Gm20856	ENSMUSG00000101990	696
Gm20857	ENSMUSG00000103714	657
Gm20858	ENSMUSG00000102906	657
Gm20859	ENSMUSG00000101478	693
Gm20860	ENSMUSG00000099524	696
Gm20861	ENSMUSG00000100116	693
Gm20862	ENSMUSG00000101718	696
Gm20863	ENSMUSG00000099736	696
Gm20864	ENSMUSG00000101657	696
Gm20865	ENSMUSG00000093848	1040.5
Gm20866	ENSMUSG00000100442	696
Gm20867	ENSMUSG00000096898	954
Gm20868	ENSMUSG00000101518	693
Gm20869	ENSMUSG00000099531	924
Gm2087	ENSMUSG00000099718	366
Gm20870	ENSMUSG00000100535	922
Gm20871	ENSMUSG00000101005	931
Gm20873	ENSMUSG00000095148	1020.5
Gm20874	ENSMUSG00000096881	663
Gm20877	ENSMUSG00000095520	1217
Gm20878	ENSMUSG00000078747	528.25
Gm20879	ENSMUSG00000100246	695
Gm20880	ENSMUSG00000100331	696
Gm20881	ENSMUSG00000100390	693
Gm20882	ENSMUSG00000101403	696
Gm20883	ENSMUSG00000102122	922
Gm20884	ENSMUSG00000101631	693
Gm20885	ENSMUSG00000100520	654
Gm20886	ENSMUSG00000101852	693
Gm20887	ENSMUSG00000101752	696
Gm20888	ENSMUSG00000094616	743
Gm20889	ENSMUSG00000100802	696
Gm2089	ENSMUSG00000112215	479
Gm20890	ENSMUSG00000100055	923
Gm20891	ENSMUSG00000099791	696
Gm20892	ENSMUSG00000101149	696
Gm20893	ENSMUSG00000101473	693
Gm20894	ENSMUSG00000101158	923
Gm20895	ENSMUSG00000099346	693
Gm20896	ENSMUSG00000096650	709.5
Gm20897	ENSMUSG00000100892	923
Gm20898	ENSMUSG00000101575	693
Gm20900	ENSMUSG00000078180	472
Gm20901	ENSMUSG00000096275	664
Gm20902	ENSMUSG00000100698	696
Gm20903	ENSMUSG00000099782	923
Gm20904	ENSMUSG00000100226	696
Gm20905	ENSMUSG00000101157	923
Gm20906	ENSMUSG00000099856	923
Gm20907	ENSMUSG00000101830	693
Gm20908	ENSMUSG00000101766	922
Gm20909	ENSMUSG00000094294	953.5
Gm20910	ENSMUSG00000103023	696
Gm20911	ENSMUSG00000099894	924
Gm20912	ENSMUSG00000100978	693
Gm20913	ENSMUSG00000100539	696
Gm20914	ENSMUSG00000096268	956
Gm20915	ENSMUSG00000101576	663
Gm20916	ENSMUSG00000094746	710.5
Gm20917	ENSMUSG00000095867	1107
Gm20918	ENSMUSG00000093927	955.5
Gm20919	ENSMUSG00000099621	696
Gm2092	ENSMUSG00000095321	639
Gm20920	ENSMUSG00000100485	922
Gm20921	ENSMUSG00000101022	652
Gm20922	ENSMUSG00000101710	696
Gm20923	ENSMUSG00000100343	319
Gm20924	ENSMUSG00000095785	957
Gm20925	ENSMUSG00000103074	696
Gm20926	ENSMUSG00000102965	696
Gm20927	ENSMUSG00000101490	696
Gm20928	ENSMUSG00000104127	696
Gm20929	ENSMUSG00000100045	923
Gm2093	ENSMUSG00000097662	3526
Gm20930	ENSMUSG00000099993	696
Gm20931	ENSMUSG00000094570	710
Gm20932	ENSMUSG00000101254	694
Gm20933	ENSMUSG00000100136	693
Gm20934	ENSMUSG00000099434	696
Gm20935	ENSMUSG00000099976	693
Gm20936	ENSMUSG00000101679	658
Gm20937	ENSMUSG00000096016	767
Gm20939	ENSMUSG00000095193	1876
Gm20940	ENSMUSG00000106640	360
Gm20942	ENSMUSG00000116914	589
Gm20945	ENSMUSG00000094534	1145
Gm20946	ENSMUSG00000110699	461
Gm20948	ENSMUSG00000109922	449
Gm20949	ENSMUSG00000108503	952
Gm20953	ENSMUSG00000110964	2614
Gm20954	ENSMUSG00000101226	644
Gm20963	ENSMUSG00000100076	174
Gm20978	ENSMUSG00000101426	174
Gm2098	ENSMUSG00000100968	1763
Gm20987	ENSMUSG00000101993	174
Gm2099	ENSMUSG00000113854	1876.5
Gm20997	ENSMUSG00000108104	231
Gm21006	ENSMUSG00000106389	667
Gm21007	ENSMUSG00000112982	326
Gm21009	ENSMUSG00000106204	1669
Gm2101	ENSMUSG00000093817	960.4
Gm21010	ENSMUSG00000114974	1286
Gm21013	ENSMUSG00000098895	1201
Gm21018	ENSMUSG00000117625	1192
Gm2102	ENSMUSG00000118426	745
Gm21021	ENSMUSG00000114403	1186
Gm21026	ENSMUSG00000112479	1345
Gm21027	ENSMUSG00000112115	1236
Gm21028	ENSMUSG00000094462	123
Gm21032	ENSMUSG00000108958	2578
Gm21033	ENSMUSG00000109494	2608
Gm21034	ENSMUSG00000109476	2608
Gm21035	ENSMUSG00000109172	2608
Gm21036	ENSMUSG00000109173	2611
Gm21037	ENSMUSG00000109202	2608
Gm21038	ENSMUSG00000113685	1383
Gm21039	ENSMUSG00000113133	2012
Gm21040	ENSMUSG00000106156	1132
Gm21041	ENSMUSG00000111622	823
Gm21043	ENSMUSG00000105246	1517
Gm21045	ENSMUSG00000097964	1020
Gm21046	ENSMUSG00000117932	1447
Gm21048	ENSMUSG00000107056	1166
Gm21049	ENSMUSG00000106397	987
Gm21050	ENSMUSG00000116998	1020
Gm21051	ENSMUSG00000113721	1688
Gm21054	ENSMUSG00000108172	380
Gm21055	ENSMUSG00000117530	368
Gm21056	ENSMUSG00000113817	1893.66666666667
Gm21057	ENSMUSG00000108714	591
Gm2106	ENSMUSG00000117886	1550
Gm21060	ENSMUSG00000095993	168
Gm21063	ENSMUSG00000114476	969
Gm21064	ENSMUSG00000102088	826.5
Gm21065	ENSMUSG00000102957	696
Gm21070	ENSMUSG00000098228	985
Gm21076	ENSMUSG00000101881	696
Gm2108	ENSMUSG00000092031	2177
Gm21083	ENSMUSG00000096878	1141
Gm21083	ENSMUSG00000097395	1141
Gm21088	ENSMUSG00000100092	316
Gm21089	ENSMUSG00000111257	325
Gm2109	ENSMUSG00000100155	1409
Gm21092	ENSMUSG00000095403	955
Gm21093	ENSMUSG00000096256	3193
Gm21094	ENSMUSG00000095263	712
Gm21095	ENSMUSG00000095153	710.5
Gm21103	ENSMUSG00000094811	1121
Gm21111	ENSMUSG00000100669	696
Gm21112	ENSMUSG00000110574	578
Gm21114	ENSMUSG00000099755	696
Gm21115	ENSMUSG00000100841	2578
Gm21117	ENSMUSG00000096769	711.5
Gm21118	ENSMUSG00000094052	951.5
Gm21119	ENSMUSG00000095294	2522
Gm21122	ENSMUSG00000100788	3452
Gm21123	ENSMUSG00000109700	1734
Gm21127	ENSMUSG00000100271	693
Gm21129	ENSMUSG00000101470	2560
Gm21135	ENSMUSG00000101312	436
Gm21136	ENSMUSG00000099981	2575
Gm21139	ENSMUSG00000101141	877
Gm21142	ENSMUSG00000096277	2604
Gm21147	ENSMUSG00000100285	913
Gm21149	ENSMUSG00000097490	1212
Gm21149	ENSMUSG00000099762	1212
Gm2115	ENSMUSG00000097789	3764.5
Gm21151	ENSMUSG00000101143	693
Gm21152	ENSMUSG00000101023	3483
Gm21154	ENSMUSG00000115050	1232
Gm21155	ENSMUSG00000101408	693
Gm21156	ENSMUSG00000100960	869
Gm2116	ENSMUSG00000117828	1606
Gm21160	ENSMUSG00000102131	696
Gm21162	ENSMUSG00000114986	672
Gm21163	ENSMUSG00000100643	693
Gm21168	ENSMUSG00000104651	1096
Gm2117	ENSMUSG00000085534	921.25
Gm21170	ENSMUSG00000118466	419
Gm21171	ENSMUSG00000095103	673
Gm21173	ENSMUSG00000100708	923
Gm21178	ENSMUSG00000115448	728
Gm21178	ENSMUSG00000116369	728
Gm21180	ENSMUSG00000100560	696
Gm21181	ENSMUSG00000101579	330
Gm21182	ENSMUSG00000095766	794
Gm21184	ENSMUSG00000100677	693
Gm21188	ENSMUSG00000095609	1630.25
Gm21190	ENSMUSG00000097611	1167
Gm21190	ENSMUSG00000106445	1167
Gm21191	ENSMUSG00000099915	930
Gm21198	ENSMUSG00000100433	696
Gm21201	ENSMUSG00000100171	693
Gm21209	ENSMUSG00000095979	744.5
Gm21221	ENSMUSG00000106740	1073
Gm2123	ENSMUSG00000112986	2836
Gm21232	ENSMUSG00000098011	1006
Gm21241	ENSMUSG00000096332	934
Gm21242	ENSMUSG00000101259	696
Gm21244	ENSMUSG00000094484	1899.5
Gm21245	ENSMUSG00000101623	696
Gm21247	ENSMUSG00000100611	693
Gm21248	ENSMUSG00000099972	696
Gm21249	ENSMUSG00000102044	696
Gm21256	ENSMUSG00000094782	715
Gm21257	ENSMUSG00000100756	696
Gm21258	ENSMUSG00000095606	745
Gm21268	ENSMUSG00000101987	696
Gm21269	ENSMUSG00000108448	12456
Gm21271	ENSMUSG00000100086	693
Gm21275	ENSMUSG00000100072	696
Gm21276	ENSMUSG00000094233	2626
Gm2128	ENSMUSG00000078737	2560
Gm21281	ENSMUSG00000101310	693
Gm21282	ENSMUSG00000100245	696
Gm21284	ENSMUSG00000108660	3736
Gm21285	ENSMUSG00000100834	693
Gm21286	ENSMUSG00000094948	545
Gm21287	ENSMUSG00000100818	696
Gm21292	ENSMUSG00000091077	1394
Gm21293	ENSMUSG00000091779	1098.33333333333
Gm21294	ENSMUSG00000102045	934
Gm21297	ENSMUSG00000112975	126
Gm21301	ENSMUSG00000100800	699
Gm21302	ENSMUSG00000100864	696
Gm21304	ENSMUSG00000097550	1215.5
Gm21308	ENSMUSG00000101821	696
Gm21308	ENSMUSG00000102435	696
Gm21310	ENSMUSG00000095032	1021
Gm21312	ENSMUSG00000094144	1075.33333333333
Gm21316	ENSMUSG00000101475	693
Gm21317	ENSMUSG00000101286	923
Gm21319	ENSMUSG00000095724	1863
Gm21321	ENSMUSG00000112057	446
Gm21321	ENSMUSG00000116115	446
Gm21330	ENSMUSG00000101228	696
Gm21333	ENSMUSG00000100994	696
Gm21340	ENSMUSG00000100142	696
Gm21344	ENSMUSG00000099374	693
Gm21350	ENSMUSG00000102507	696
Gm21358	ENSMUSG00000103877	1659
Gm2136	ENSMUSG00000103713	2577
Gm21362	ENSMUSG00000104182	928
Gm21366	ENSMUSG00000103919	923
Gm21370	ENSMUSG00000114871	709
Gm21378	ENSMUSG00000114940	1246
Gm21379	ENSMUSG00000094135	1955
Gm21380	ENSMUSG00000101742	696
Gm21387	ENSMUSG00000100098	696
Gm21388	ENSMUSG00000114832	2186
Gm2139	ENSMUSG00000114032	1075
Gm21392	ENSMUSG00000097940	972
Gm21394	ENSMUSG00000094660	953.5
Gm21396	ENSMUSG00000099709	693
Gm21399	ENSMUSG00000094530	597
Gm2140	ENSMUSG00000115407	464
Gm21405	ENSMUSG00000095807	930
Gm21409	ENSMUSG00000099840	923
Gm2141	ENSMUSG00000118231	540
Gm21411	ENSMUSG00000045699	1023
Gm21412	ENSMUSG00000102358	696
Gm21413	ENSMUSG00000100085	174
Gm21419	ENSMUSG00000100264	173
Gm2142	ENSMUSG00000105538	589
Gm21425	ENSMUSG00000096820	1022
Gm21427	ENSMUSG00000104085	696
Gm21428	ENSMUSG00000100582	174
Gm21430	ENSMUSG00000097948	998
Gm21435	ENSMUSG00000099992	696
Gm21440	ENSMUSG00000103468	1344
Gm21443	ENSMUSG00000102339	696
Gm21450	ENSMUSG00000100238	174
Gm21451	ENSMUSG00000094526	2775
Gm21454	ENSMUSG00000093903	1314
Gm21461	ENSMUSG00000105309	863
Gm21462	ENSMUSG00000100655	696
Gm21469	ENSMUSG00000102347	696
Gm2147	ENSMUSG00000103355	639
Gm21470	ENSMUSG00000101670	696
Gm21476	ENSMUSG00000102015	693
Gm21477	ENSMUSG00000094399	711
Gm21488	ENSMUSG00000099541	923
Gm21489	ENSMUSG00000100575	818
Gm21497	ENSMUSG00000100726	919
Gm2150	ENSMUSG00000114992	529
Gm21506	ENSMUSG00000100413	696
Gm21518	ENSMUSG00000094821	744.5
Gm21524	ENSMUSG00000101096	696
Gm21529	ENSMUSG00000095192	336
Gm21530	ENSMUSG00000101998	694
Gm21539	ENSMUSG00000094232	336
Gm21542	ENSMUSG00000098010	993
Gm2155	ENSMUSG00000097288	1974
Gm21559	ENSMUSG00000113280	855
Gm21560	ENSMUSG00000094460	1342
Gm21562	ENSMUSG00000094444	336
Gm21569	ENSMUSG00000113129	2036
Gm2157	ENSMUSG00000114998	367
Gm21572	ENSMUSG00000095626	336
Gm21573	ENSMUSG00000101510	691
Gm21577	ENSMUSG00000100404	697
Gm21586	ENSMUSG00000095234	321
Gm21588	ENSMUSG00000096272	336
Gm21596	ENSMUSG00000096006	1316
Gm21599	ENSMUSG00000096711	336
Gm21614	ENSMUSG00000098159	1005
Gm21616	ENSMUSG00000118475	498.5
Gm21617	ENSMUSG00000099975	691
Gm21626	ENSMUSG00000094064	336
Gm21627	ENSMUSG00000100856	918
Gm2163	ENSMUSG00000095779	1897
Gm21631	ENSMUSG00000103323	754
Gm21633	ENSMUSG00000096532	336
Gm21634	ENSMUSG00000101864	694
Gm21637	ENSMUSG00000095770	778
Gm21638	ENSMUSG00000095179	836
Gm2164	ENSMUSG00000098760	424
Gm21642	ENSMUSG00000101908	696
Gm21647	ENSMUSG00000101417	664
Gm2165	ENSMUSG00000096911	960.4
Gm21650	ENSMUSG00000094647	745
Gm21654	ENSMUSG00000101887	691
Gm21655	ENSMUSG00000105052	1693
Gm21658	ENSMUSG00000101017	696
Gm21660	ENSMUSG00000103802	696
Gm21661	ENSMUSG00000104480	696
Gm21663	ENSMUSG00000104824	2864
Gm21671	ENSMUSG00000095550	2421
Gm21672	ENSMUSG00000100692	696
Gm21673	ENSMUSG00000101765	436
Gm21677	ENSMUSG00000093918	1359.5
Gm21678	ENSMUSG00000102290	696
Gm21679	ENSMUSG00000118461	636.478260869565
Gm21680	ENSMUSG00000106627	2975
Gm21683	ENSMUSG00000101747	678
Gm21691	ENSMUSG00000116840	1066
Gm21693	ENSMUSG00000094511	1359.5
Gm21698	ENSMUSG00000096045	1830.5
Gm21704	ENSMUSG00000093987	1574.5
Gm21708	ENSMUSG00000095948	1474.66666666667
Gm21715	ENSMUSG00000100179	694
Gm21717	ENSMUSG00000100718	696
Gm21718	ENSMUSG00000094991	666.5
Gm21719	ENSMUSG00000079806	1025.5
Gm21720	ENSMUSG00000100870	696
Gm21721	ENSMUSG00000094679	954.5
Gm21722	ENSMUSG00000099677	696
Gm21723	ENSMUSG00000096777	336
Gm21724	ENSMUSG00000101991	696
Gm21725	ENSMUSG00000095462	543
Gm21726	ENSMUSG00000094277	392
Gm21728	ENSMUSG00000099834	695
Gm21729	ENSMUSG00000094071	664
Gm21731	ENSMUSG00000063846	687.5
Gm21733	ENSMUSG00000102035	696
Gm21734	ENSMUSG00000101835	696
Gm21735	ENSMUSG00000099460	696
Gm21736	ENSMUSG00000104468	693
Gm21737	ENSMUSG00000094623	664
Gm21738	ENSMUSG00000095280	681
Gm21739	ENSMUSG00000094181	715.5
Gm2174	ENSMUSG00000058932	402
Gm21740	ENSMUSG00000099594	696
Gm21741	ENSMUSG00000100986	696
Gm21742	ENSMUSG00000099871	548
Gm21744	ENSMUSG00000094529	662
Gm21745	ENSMUSG00000101870	696
Gm21746	ENSMUSG00000118404	543
Gm21748	ENSMUSG00000096850	309
Gm21749	ENSMUSG00000101446	696
Gm21750	ENSMUSG00000096463	1497
Gm21751	ENSMUSG00000099339	696
Gm21752	ENSMUSG00000101829	696
Gm21753	ENSMUSG00000099493	696
Gm21754	ENSMUSG00000093949	479
Gm21755	ENSMUSG00000101105	696
Gm21756	ENSMUSG00000095049	930
Gm21757	ENSMUSG00000101857	696
Gm21758	ENSMUSG00000096347	819
Gm21759	ENSMUSG00000094226	1828
Gm2176	ENSMUSG00000118319	1248.5
Gm21760	ENSMUSG00000095578	710.5
Gm21761	ENSMUSG00000096175	945
Gm21762	ENSMUSG00000094027	643
Gm21763	ENSMUSG00000102552	696
Gm21764	ENSMUSG00000095879	543
Gm21765	ENSMUSG00000100699	696
Gm21766	ENSMUSG00000100359	696
Gm21767	ENSMUSG00000094227	543
Gm21768	ENSMUSG00000104247	696
Gm21769	ENSMUSG00000110458	111
Gm21771	ENSMUSG00000100464	696
Gm21772	ENSMUSG00000096507	478
Gm21773	ENSMUSG00000094939	1083
Gm21774	ENSMUSG00000100737	696
Gm21775	ENSMUSG00000118472	540
Gm21776	ENSMUSG00000094404	1083
Gm21777	ENSMUSG00000099777	696
Gm21778	ENSMUSG00000096036	976.5
Gm21779	ENSMUSG00000101594	696
Gm2178	ENSMUSG00000078128	357
Gm21780	ENSMUSG00000096698	336
Gm21781	ENSMUSG00000095123	4838
Gm21782	ENSMUSG00000100024	678
Gm21783	ENSMUSG00000095353	696
Gm21784	ENSMUSG00000099883	694
Gm21785	ENSMUSG00000100581	696
Gm21787	ENSMUSG00000099489	693
Gm21788	ENSMUSG00000118447	543
Gm21789	ENSMUSG00000118481	333
Gm21790	ENSMUSG00000101914	693
Gm21791	ENSMUSG00000103639	696
Gm21792	ENSMUSG00000101494	696
Gm21794	ENSMUSG00000099457	696
Gm21795	ENSMUSG00000099999	696
Gm21796	ENSMUSG00000101092	696
Gm21797	ENSMUSG00000096885	543
Gm21798	ENSMUSG00000094296	261
Gm21799	ENSMUSG00000101161	696
Gm21800	ENSMUSG00000096120	543
Gm21801	ENSMUSG00000095725	336
Gm21802	ENSMUSG00000099546	696
Gm21803	ENSMUSG00000100270	693
Gm21804	ENSMUSG00000100473	693
Gm21805	ENSMUSG00000101455	696
Gm21806	ENSMUSG00000101825	696
Gm21808	ENSMUSG00000099438	696
Gm21809	ENSMUSG00000094829	321
Gm21810	ENSMUSG00000100509	696
Gm21811	ENSMUSG00000096401	930
Gm21812	ENSMUSG00000094773	954
Gm21813	ENSMUSG00000102132	696
Gm21814	ENSMUSG00000096299	838.666666666667
Gm21815	ENSMUSG00000096875	664
Gm21816	ENSMUSG00000096870	1733
Gm21817	ENSMUSG00000095651	2583
Gm21818	ENSMUSG00000095653	703.5
Gm21819	ENSMUSG00000099527	696
Gm2182	ENSMUSG00000087224	663
Gm21820	ENSMUSG00000095693	1083
Gm21821	ENSMUSG00000095345	336.5
Gm21822	ENSMUSG00000095927	543
Gm21823	ENSMUSG00000101748	696
Gm21824	ENSMUSG00000100881	696
Gm21825	ENSMUSG00000100438	696
Gm21826	ENSMUSG00000100077	696
Gm21827	ENSMUSG00000096158	423
Gm21828	ENSMUSG00000095759	543
Gm21829	ENSMUSG00000101058	696
Gm21830	ENSMUSG00000096240	135
Gm21832	ENSMUSG00000101676	691
Gm21833	ENSMUSG00000094030	1500
Gm21834	ENSMUSG00000095330	453
Gm21835	ENSMUSG00000100066	696
Gm21836	ENSMUSG00000096734	63
Gm21837	ENSMUSG00000100982	696
Gm21837	ENSMUSG00000103117	696
Gm21838	ENSMUSG00000100403	696
Gm21839	ENSMUSG00000094372	378
Gm21840	ENSMUSG00000101883	696
Gm21841	ENSMUSG00000101255	696
Gm21842	ENSMUSG00000095968	336
Gm21843	ENSMUSG00000101103	694
Gm21844	ENSMUSG00000095913	663
Gm21845	ENSMUSG00000103058	696
Gm21846	ENSMUSG00000094832	3073
Gm21847	ENSMUSG00000094230	975.5
Gm21847	ENSMUSG00000097570	975.5
Gm21848	ENSMUSG00000099487	696
Gm21849	ENSMUSG00000101193	696
Gm21850	ENSMUSG00000096084	359
Gm21851	ENSMUSG00000102103	696
Gm21853	ENSMUSG00000096538	664
Gm21854	ENSMUSG00000096706	975.5
Gm21855	ENSMUSG00000101715	696
Gm21856	ENSMUSG00000100991	696
Gm21858	ENSMUSG00000095135	710.5
Gm21859	ENSMUSG00000095369	983
Gm21860	ENSMUSG00000095366	745
Gm21861	ENSMUSG00000096626	714.5
Gm21862	ENSMUSG00000101230	696
Gm21863	ENSMUSG00000095470	336
Gm21864	ENSMUSG00000100339	696
Gm21865	ENSMUSG00000093895	710.5
Gm21866	ENSMUSG00000093883	543
Gm21867	ENSMUSG00000100216	696
Gm21868	ENSMUSG00000100456	962
Gm21869	ENSMUSG00000101128	696
Gm21870	ENSMUSG00000118488	494.5
Gm21871	ENSMUSG00000102487	696
Gm21872	ENSMUSG00000099525	678
Gm21873	ENSMUSG00000102019	696
Gm21874	ENSMUSG00000096223	1118.5
Gm21875	ENSMUSG00000099944	696
Gm21876	ENSMUSG00000095316	282
Gm21877	ENSMUSG00000101323	694
Gm21878	ENSMUSG00000101704	696
Gm21879	ENSMUSG00000102079	696
Gm21880	ENSMUSG00000099733	696
Gm21881	ENSMUSG00000101221	696
Gm21882	ENSMUSG00000094354	1083
Gm21883	ENSMUSG00000118452	477.5
Gm21885	ENSMUSG00000094091	551
Gm21886	ENSMUSG00000096597	645
Gm21889	ENSMUSG00000101010	695
Gm2189	ENSMUSG00000106872	429
Gm21890	ENSMUSG00000103969	696
Gm21891	ENSMUSG00000095769	543
Gm21892	ENSMUSG00000102092	696
Gm21893	ENSMUSG00000095262	397
Gm21894	ENSMUSG00000096518	546
Gm21895	ENSMUSG00000100993	696
Gm21896	ENSMUSG00000100229	696
Gm21897	ENSMUSG00000094472	1500
Gm21898	ENSMUSG00000099589	696
Gm21899	ENSMUSG00000101515	696
Gm21900	ENSMUSG00000118422	543
Gm21901	ENSMUSG00000099667	696
Gm21902	ENSMUSG00000101420	696
Gm21903	ENSMUSG00000094168	90
Gm21904	ENSMUSG00000094161	543
Gm21905	ENSMUSG00000095346	87
Gm21906	ENSMUSG00000100507	696
Gm21907	ENSMUSG00000103231	696
Gm21908	ENSMUSG00000101527	696
Gm21909	ENSMUSG00000093963	439
Gm21910	ENSMUSG00000099368	696
Gm21912	ENSMUSG00000101267	696
Gm21913	ENSMUSG00000094507	1083
Gm21914	ENSMUSG00000095433	336
Gm21915	ENSMUSG00000094204	402
Gm21916	ENSMUSG00000095553	336
Gm21917	ENSMUSG00000096111	600.666666666667
Gm21918	ENSMUSG00000099935	696
Gm21919	ENSMUSG00000100591	696
Gm21920	ENSMUSG00000101665	695
Gm21921	ENSMUSG00000094911	1083
Gm21922	ENSMUSG00000101980	678
Gm21923	ENSMUSG00000099713	696
Gm21924	ENSMUSG00000100203	696
Gm21926	ENSMUSG00000116995	1189.66666666667
Gm21930	ENSMUSG00000113911	1124
Gm21936	ENSMUSG00000113201	435
Gm21937	ENSMUSG00000113912	218
Gm21939	ENSMUSG00000112949	2773
Gm21940	ENSMUSG00000107557	2278
Gm21941	ENSMUSG00000113413	562
Gm21943	ENSMUSG00000096122	1229
Gm21953	ENSMUSG00000094695	290
Gm21954	ENSMUSG00000094962	51
Gm21955	ENSMUSG00000102504	4968
Gm21956	ENSMUSG00000096792	522
Gm21957	ENSMUSG00000073844	438
Gm21958	ENSMUSG00000094487	648
Gm21959	ENSMUSG00000096216	452
Gm21960	ENSMUSG00000095836	452
Gm21961	ENSMUSG00000079024	114
Gm21962	ENSMUSG00000094856	1017
Gm21963	ENSMUSG00000095895	330
Gm21965	ENSMUSG00000095469	384
Gm21969	ENSMUSG00000094439	4402
Gm21970	ENSMUSG00000093701	822
Gm21971	ENSMUSG00000100006	337
Gm21972	ENSMUSG00000094638	776
Gm21973	ENSMUSG00000094814	358
Gm21974	ENSMUSG00000030804	2037
Gm21976	ENSMUSG00000096330	717
Gm21977	ENSMUSG00000094804	1402
Gm21978	ENSMUSG00000096864	377
Gm21979	ENSMUSG00000087649	291
Gm21980	ENSMUSG00000096327	143
Gm21981	ENSMUSG00000079444	2721
Gm21982	ENSMUSG00000094365	3821
Gm21983	ENSMUSG00000095538	1690
Gm21984	ENSMUSG00000095334	822
Gm21985	ENSMUSG00000096764	4532
Gm21986	ENSMUSG00000096056	5560
Gm21987	ENSMUSG00000095464	456
Gm21988	ENSMUSG00000040904	1654.5
Gm21989	ENSMUSG00000090370	405
Gm2199	ENSMUSG00000083829	874
Gm21990	ENSMUSG00000085552	383
Gm21991	ENSMUSG00000096081	508
Gm21992	ENSMUSG00000096370	1483.83333333333
Gm21994	ENSMUSG00000074735	990
Gm21996	ENSMUSG00000100608	931
Gm21998	ENSMUSG00000081779	1308
Gm21999	ENSMUSG00000090750	387
Gm2200	ENSMUSG00000087462	764
Gm2200	ENSMUSG00000106787	764
Gm22000	ENSMUSG00000086932	730
Gm22002	ENSMUSG00000093363	125
Gm22003	ENSMUSG00000075833	107
Gm22004	ENSMUSG00000075832	107
Gm22005	ENSMUSG00000075837	141
Gm22006	ENSMUSG00000094670	114
Gm22008	ENSMUSG00000094677	95
Gm22009	ENSMUSG00000089417	343
Gm22010	ENSMUSG00000089414	87
Gm22011	ENSMUSG00000089415	123
Gm22013	ENSMUSG00000089413	103
Gm22014	ENSMUSG00000089410	290
Gm22015	ENSMUSG00000077096	65
Gm22016	ENSMUSG00000089418	114
Gm22018	ENSMUSG00000077545	131
Gm22019	ENSMUSG00000077547	96
Gm22020	ENSMUSG00000077546	136
Gm22021	ENSMUSG00000077541	107
Gm22022	ENSMUSG00000077543	127
Gm22023	ENSMUSG00000077542	130
Gm22024	ENSMUSG00000084682	287
Gm22025	ENSMUSG00000084683	302
Gm22026	ENSMUSG00000084684	281
Gm22027	ENSMUSG00000084686	127
Gm22029	ENSMUSG00000080590	121
Gm2203	ENSMUSG00000115549	934
Gm22030	ENSMUSG00000080592	63
Gm22031	ENSMUSG00000080595	126
Gm22032	ENSMUSG00000080596	116
Gm22033	ENSMUSG00000080597	90
Gm22034	ENSMUSG00000087908	134
Gm22035	ENSMUSG00000087909	228
Gm22036	ENSMUSG00000087904	215
Gm22037	ENSMUSG00000087905	296
Gm22038	ENSMUSG00000087902	242
Gm22039	ENSMUSG00000087903	132
Gm22042	ENSMUSG00000064923	165
Gm22043	ENSMUSG00000064927	158
Gm22044	ENSMUSG00000064926	107
Gm22045	ENSMUSG00000064928	108
Gm22046	ENSMUSG00000094994	94
Gm22047	ENSMUSG00000094997	94
Gm22048	ENSMUSG00000106611	89
Gm22050	ENSMUSG00000094998	79
Gm22051	ENSMUSG00000094330	127
Gm22053	ENSMUSG00000065328	200
Gm22054	ENSMUSG00000065329	155
Gm22055	ENSMUSG00000065322	107
Gm22056	ENSMUSG00000065320	81
Gm22057	ENSMUSG00000065321	107
Gm22058	ENSMUSG00000065327	310
Gm22059	ENSMUSG00000088169	104
Gm22060	ENSMUSG00000064492	107
Gm22061	ENSMUSG00000064491	107
Gm22062	ENSMUSG00000064497	107
Gm22063	ENSMUSG00000064494	107
Gm22064	ENSMUSG00000076944	66
Gm22065	ENSMUSG00000076941	110
Gm22066	ENSMUSG00000076949	110
Gm22067	ENSMUSG00000084739	107
Gm22068	ENSMUSG00000096205	164
Gm22069	ENSMUSG00000096202	107
Gm22070	ENSMUSG00000096208	107
Gm22071	ENSMUSG00000080507	83
Gm22072	ENSMUSG00000080500	121
Gm22073	ENSMUSG00000084617	189
Gm22074	ENSMUSG00000089220	113
Gm22075	ENSMUSG00000089224	192
Gm22076	ENSMUSG00000089226	84
Gm22077	ENSMUSG00000088219	93
Gm22078	ENSMUSG00000088218	103
Gm22079	ENSMUSG00000088217	106
Gm22080	ENSMUSG00000088216	106
Gm22082	ENSMUSG00000088212	161
